fact_kind,name,address,json_path,purpose,targets,value,retrieval_store,retrieval_action
file,__init__.py,Code/ConversationalUX/FindCareChat/backend/domain/shared/consent/__init__.py,DeploymentTargetRecord[4].files[24],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=333007855b58ecd3143d58ec847655d541c6af6783b7fc4f08d38cee4ecf969e,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,consent_service.py,Code/ConversationalUX/FindCareChat/backend/domain/shared/consent/consent_service.py,DeploymentTargetRecord[4].files[25],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=b7b3177ab24523ee187a9d4606f440a068c305e9d3b04d4682ecd6577c2f7646,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,__init__.py,Code/ConversationalUX/FindCareChat/backend/domain/shared/content/__init__.py,DeploymentTargetRecord[4].files[26],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=333007855b58ecd3143d58ec847655d541c6af6783b7fc4f08d38cee4ecf969e,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,about_service.py,Code/ConversationalUX/FindCareChat/backend/domain/shared/content/about_service.py,DeploymentTargetRecord[4].files[27],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=dbb9a023773969eb719cbfc22638e41e13e29099d8b4897664f63e2870d22ac1,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,__init__.py,Code/ConversationalUX/FindCareChat/backend/domain/shared/lead_capture/__init__.py,DeploymentTargetRecord[4].files[28],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=333007855b58ecd3143d58ec847655d541c6af6783b7fc4f08d38cee4ecf969e,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,lead_service.py,Code/ConversationalUX/FindCareChat/backend/domain/shared/lead_capture/lead_service.py,DeploymentTargetRecord[4].files[29],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=3937cf3b40948f663bce0ae30811af806615e3647e35c9fc6f770982b37f1b1b,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,__init__.py,Code/ConversationalUX/FindCareChat/backend/domain/shared/safety/__init__.py,DeploymentTargetRecord[4].files[30],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=333007855b58ecd3143d58ec847655d541c6af6783b7fc4f08d38cee4ecf969e,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,safety_service.py,Code/ConversationalUX/FindCareChat/backend/domain/shared/safety/safety_service.py,DeploymentTargetRecord[4].files[31],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=a90495462afec69993b6a50f673ca2a2fa002ec4a11612f55a2fb05668732ec8,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,__init__.py,Code/ConversationalUX/FindCareChat/backend/domain/shared/unknowns/__init__.py,DeploymentTargetRecord[4].files[32],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=333007855b58ecd3143d58ec847655d541c6af6783b7fc4f08d38cee4ecf969e,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,unknown_question_service.py,Code/ConversationalUX/FindCareChat/backend/domain/shared/unknowns/unknown_question_service.py,DeploymentTargetRecord[4].files[33],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=9a0ce0ac1fe1959db2bd8f3a67d62b3c57e5bc5f2f157a98d9f91a59d5f1c6d2,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,__init__.py,Code/ConversationalUX/FindCareChat/backend/domain/shared/url/__init__.py,DeploymentTargetRecord[4].files[34],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=333007855b58ecd3143d58ec847655d541c6af6783b7fc4f08d38cee4ecf969e,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,__init__.py,Code/ConversationalUX/FindCareChat/backend/infrastructure/__init__.py,DeploymentTargetRecord[4].files[35],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=333007855b58ecd3143d58ec847655d541c6af6783b7fc4f08d38cee4ecf969e,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,__init__.py,Code/ConversationalUX/FindCareChat/backend/infrastructure/config/__init__.py,DeploymentTargetRecord[4].files[36],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=333007855b58ecd3143d58ec847655d541c6af6783b7fc4f08d38cee4ecf969e,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,debug_logger.py,Code/ConversationalUX/FindCareChat/backend/infrastructure/debug_logger.py,DeploymentTargetRecord[4].files[37],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=10e8e4343f18bdbb22738e4b0f8c692a140ffab66d1af75c96c9beaccd98d99f,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,__init__.py,Code/ConversationalUX/FindCareChat/backend/infrastructure/embeddings/__init__.py,DeploymentTargetRecord[4].files[38],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=333007855b58ecd3143d58ec847655d541c6af6783b7fc4f08d38cee4ecf969e,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,embedding_client.py,Code/ConversationalUX/FindCareChat/backend/infrastructure/embeddings/embedding_client.py,DeploymentTargetRecord[4].files[39],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=7981c539213eaa8b5529b0a5ebe73d454e39c2be4e036fb46dbca1bc6d8bd49a,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,__init__.py,Code/ConversationalUX/FindCareChat/backend/infrastructure/external_apis/__init__.py,DeploymentTargetRecord[4].files[40],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=333007855b58ecd3143d58ec847655d541c6af6783b7fc4f08d38cee4ecf969e,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,__init__.py,Code/ConversationalUX/FindCareChat/backend/infrastructure/mongo/__init__.py,DeploymentTargetRecord[4].files[41],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=333007855b58ecd3143d58ec847655d541c6af6783b7fc4f08d38cee4ecf969e,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,build_provider_detail_test_db.py,Code/ConversationalUX/FindCareChat/backend/tests/build_provider_detail_test_db.py,DeploymentTargetRecord[4].files[42],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=f439cb4cee629f7675e47916c5fd7f82651ddee582b178a598c0a1f032f2b434,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,dev_environment_user_ready.py,Code/ConversationalUX/FindCareChat/backend/tests/dev_environment_user_ready.py,DeploymentTargetRecord[4].files[43],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=c02b5a38b0269de0a7514f9a84342383b5ac0765d4d4618a3ea21041bcf4b68b,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,local_environment_user_ready.py,Code/ConversationalUX/FindCareChat/backend/tests/local_environment_user_ready.py,DeploymentTargetRecord[4].files[44],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=61bea8ebeb7c195f70cb1ada686fe9d0f496e94a3446b7fd3309094c62a3356f,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_arch_constraints.py,Code/ConversationalUX/FindCareChat/backend/tests/test_arch_constraints.py,DeploymentTargetRecord[4].files[45],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=9d5e45e5a8af4ad3fce84e6ee27e3017353396582ddd527ba6704a312676f9db,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_banner.py,Code/ConversationalUX/FindCareChat/backend/tests/test_banner.py,DeploymentTargetRecord[4].files[46],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=596bdbfabf5c4fe6b5ec45c54100a556dcb799eaef8c887f3e54a5bf5f4d3b66,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_chat_graph.py,Code/ConversationalUX/FindCareChat/backend/tests/test_chat_graph.py,DeploymentTargetRecord[4].files[47],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=269995964a51e00b5c515335df810d17ce1c7a61165eabf25a472a01211b9f90,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_classify_performance.py,Code/ConversationalUX/FindCareChat/backend/tests/test_classify_performance.py,DeploymentTargetRecord[4].files[48],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=a3a651ae9f24ff934c848efe55668f8cbf45e6950b66e9c90f6057c7fe0e4cf7,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_classify_safety.py,Code/ConversationalUX/FindCareChat/backend/tests/test_classify_safety.py,DeploymentTargetRecord[4].files[49],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=3a0269908e5b0a032ef703a1f20c0261535a03df81130c3234b7c279998f7ac9,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_debug_logger.py,Code/ConversationalUX/FindCareChat/backend/tests/test_debug_logger.py,DeploymentTargetRecord[4].files[50],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=9f2d331df52b56f1eadb930dbb35cdcc71f48558e18e3e351a4f92dc43602995,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_embedding_client.py,Code/ConversationalUX/FindCareChat/backend/tests/test_embedding_client.py,DeploymentTargetRecord[4].files[51],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=a32bd2ea63cd085f1e0dbece01769625b54d219872d3b266ea8563398f47f31d,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_evalcare_handoff.py,Code/ConversationalUX/FindCareChat/backend/tests/test_evalcare_handoff.py,DeploymentTargetRecord[4].files[52],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=1e79d85d1b689b558c65d619a9292b9c32fe2f1122ffc08e45789ff5a02d713e,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_findcare_search.py,Code/ConversationalUX/FindCareChat/backend/tests/test_findcare_search.py,DeploymentTargetRecord[4].files[53],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=65502af1d6943d0931bd88a0396f2c38a28f9aebf30165157720c6de3dc9174b,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_https_security.py,Code/ConversationalUX/FindCareChat/backend/tests/test_https_security.py,DeploymentTargetRecord[4].files[54],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=c119c40e2c4f76e463d580fac0912649d963b90e97d3f3417f533aede0332b8e,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_human_constraint.py,Code/ConversationalUX/FindCareChat/backend/tests/test_human_constraint.py,DeploymentTargetRecord[4].files[55],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=10f422c6707a1c45dc21fa8106f2e14c0ef05f0203d2e4b22363a2f706fd2e51,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_human_testing_mode.py,Code/ConversationalUX/FindCareChat/backend/tests/test_human_testing_mode.py,DeploymentTargetRecord[4].files[56],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=ff01c96bd89dc269a003abb577d4c271b97c822a50b0c17eb8fabc4224bb3c96,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_local_infrastructure.py,Code/ConversationalUX/FindCareChat/backend/tests/test_local_infrastructure.py,DeploymentTargetRecord[4].files[57],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=f9c45b8ce3158b6108c5327d82c2db1795f41a96862b2c8d7baab69384632886,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_pagination.py,Code/ConversationalUX/FindCareChat/backend/tests/test_pagination.py,DeploymentTargetRecord[4].files[58],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=19b4bc5bccada4d9d395c29313ed8f6881b62c824fdcd93eb38600897f7fb8ae,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_prompt_system_maker.py,Code/ConversationalUX/FindCareChat/backend/tests/test_prompt_system_maker.py,DeploymentTargetRecord[4].files[59],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=173e2bb8d7e06bb9e76fadb5fd4c9dd1eaefbdb4baf0889b6deaa355e758113d,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_provider_detail_data_management.py,Code/ConversationalUX/FindCareChat/backend/tests/test_provider_detail_data_management.py,DeploymentTargetRecord[4].files[60],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=f93a5613d535e3f9a955b2e561f32be72d517613db68a1185c0015c249ab71f1,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_safety_false_positives.py,Code/ConversationalUX/FindCareChat/backend/tests/test_safety_false_positives.py,DeploymentTargetRecord[4].files[61],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=60a0bc10b9486a8480f536af1bbc8fc8412507269c6de137b6361870c3a71b89,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_safety_unlock.py,Code/ConversationalUX/FindCareChat/backend/tests/test_safety_unlock.py,DeploymentTargetRecord[4].files[62],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=9eb2bbe25346697514dc3d928190e5ab56c1408d74726f9f067b60aa88e47c63,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_search_timer.py,Code/ConversationalUX/FindCareChat/backend/tests/test_search_timer.py,DeploymentTargetRecord[4].files[63],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=7d8f7dad153ae0166398cc5d0a2fc75597ed0bcb89d39bf941c39b961f060f2c,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_session_endpoint.py,Code/ConversationalUX/FindCareChat/backend/tests/test_session_endpoint.py,DeploymentTargetRecord[4].files[64],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=6529a54e3d4e28b21b58fcd5398a8e9155615602d5f4cbbb33c4761421b719b7,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_sit_browser.py,Code/ConversationalUX/FindCareChat/backend/tests/test_sit_browser.py,DeploymentTargetRecord[4].files[65],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=6c9900d16715a7c4907a18d880d3187dd91c674d8ef57e42c428306bd05bb23b,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_tool_router.py,Code/ConversationalUX/FindCareChat/backend/tests/test_tool_router.py,DeploymentTargetRecord[4].files[66],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=c52c48527eb26fb4be7afe5086b34f6ff8219c2415716c048642ae07f3060349,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,test_unanswerable_questions.py,Code/ConversationalUX/FindCareChat/backend/tests/test_unanswerable_questions.py,DeploymentTargetRecord[4].files[67],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_test|content_hash=dceb29877dbcbda8e3f15992d1fd6c0f0fa82ac40c224a5010f0657506baec28,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,.env.example,Code/ConversationalUX/FindCareChat/frontend/.env.example,DeploymentTargetRecord[4].files[68],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=bfd0da393bcbd6e21da91599500dac4472243f4f2b1e53959090645c1b965bbe,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,index.html,Code/ConversationalUX/FindCareChat/frontend/index.html,DeploymentTargetRecord[4].files[69],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=fb96c04e5430dfa2b58919e7fa4be536814c4eb2d44f9eb8f4994c895a27bfd3,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,package-lock.json,Code/ConversationalUX/FindCareChat/frontend/package-lock.json,DeploymentTargetRecord[4].files[70],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|json|content_hash=104912dbd10c57e73c2a8836fc01c44b442d31f22fba09388f99f3b696a7c418,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,package.json,Code/ConversationalUX/FindCareChat/frontend/package.json,DeploymentTargetRecord[4].files[71],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|json|content_hash=7135dc3910fc2af8276fbde8ae807239a26ee7cd9d4196444a6b23a375904863,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,_redirects,Code/ConversationalUX/FindCareChat/frontend/public/_redirects,DeploymentTargetRecord[4].files[72],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=6036983e5fc00f0169c9e939b1816ed771eee00e27f2fcc517b819041460b9ef,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,App.tsx,Code/ConversationalUX/FindCareChat/frontend/src/App.tsx,DeploymentTargetRecord[4].files[73],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=457e343888c3687bc7cddb6da5c830f7795a8fb8bdfcc77a8ab63e8779c6e7d4,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,AboutChatHealthyWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/AboutChatHealthyWidget.tsx,DeploymentTargetRecord[4].files[74],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=9f82a57590a7207ad9065e2a92219f1b3e42b8b0eac15c2f08452c1b699f5230,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,ClinicalTrialsWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/ClinicalTrialsWidget.tsx,DeploymentTargetRecord[4].files[75],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=4bedb0f0964a2bca40cd1039f68baf03f260825956d207bc12974e2dcbf09bd5,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,EvaluateCareSplashWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/EvaluateCareSplashWidget.tsx,DeploymentTargetRecord[4].files[76],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=9cc94455d87f373797a173b8fd91b8e7beba6ae85f11bc0df32420415f79bd1e,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,FooterWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/FooterWidget.tsx,DeploymentTargetRecord[4].files[77],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=4e512afaef0c60440fd8571dffab4e66eb6b09607209b1597b8c93c6afd4cf69,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,HeaderWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/HeaderWidget.tsx,DeploymentTargetRecord[4].files[78],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=7df9f9e9515c2737c992b779bd978ec68992a641d802a02e21b3dfcf7cbd89a5,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,LegalPanelWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/LegalPanelWidget.tsx,DeploymentTargetRecord[4].files[79],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=4274f2fc2da3f9af19f6d7d94b8d9864e0352df9f59a60243f8634acdfd8eb13,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,MobileNavDrawerWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/MobileNavDrawerWidget.tsx,DeploymentTargetRecord[4].files[80],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=11208d6d2c944aca6df2c96a18a4a47ff1928c0f395f79f533e2465beea9b089,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,OAuthLoginWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/OAuthLoginWidget.tsx,DeploymentTargetRecord[4].files[81],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=c177f50e8a849f033f09e062afc8b9da1439b0cda48ab1c44d62cfa903fdc3a7,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,ProviderDetailWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/ProviderDetailWidget.tsx,DeploymentTargetRecord[4].files[82],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=57a7e8d97c2461b45503e7202fc732c62305f314abf4196e3f7b63e6111914ff,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,ProviderResultsWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/ProviderResultsWidget.tsx,DeploymentTargetRecord[4].files[83],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=71058717901a65edd12223012f7b8ef421734a87e84373a756dd31d946ce4a48,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,SelectedProvidersWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/SelectedProvidersWidget.tsx,DeploymentTargetRecord[4].files[84],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=0c70e9a4cff4eb04aa949c1771f0b07a22e0279dc17031bfc91c710d9f2c0233,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,SharedServicesSplashWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/SharedServicesSplashWidget.tsx,DeploymentTargetRecord[4].files[85],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=b6ece2a1f3710e497f80520f1903948165006385fafe0e91813ec4819612b2bf,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,SpecialtyFilterWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/SpecialtyFilterWidget.tsx,DeploymentTargetRecord[4].files[86],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=6ffb631da840041a16a996b962373bfd3a0faa4730252d87768224f616542bc4,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,SystemMessageWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/SystemMessageWidget.tsx,DeploymentTargetRecord[4].files[87],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=89ea56404be8ffbdf6e1fa3694a40921d8e9107e57a57aa453f08441252e61d3,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,UserPromptWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/UserPromptWidget.tsx,DeploymentTargetRecord[4].files[88],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=b91751046a6eaf9a91f382830bc482f7d5a071da652e49f0ea0bba81828ba8ab,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,WelcomeWidget.tsx,Code/ConversationalUX/FindCareChat/frontend/src/components/WelcomeWidget.tsx,DeploymentTargetRecord[4].files[89],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=80b274f8d4a5586a9dfc0147540152025d4f3cedc1e5a92a3fe347890ce5f16c,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,index.css,Code/ConversationalUX/FindCareChat/frontend/src/index.css,DeploymentTargetRecord[4].files[90],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=75b4961d833d040919bad48e92a66f923830c34140fcdbba65f97e3a6a0b8d7b,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,main.tsx,Code/ConversationalUX/FindCareChat/frontend/src/main.tsx,DeploymentTargetRecord[4].files[91],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=a7c0050b33173a556320e93cce9202f7c44053c07df42f63187bff9d5771faed,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,vite-env.d.ts,Code/ConversationalUX/FindCareChat/frontend/src/vite-env.d.ts,DeploymentTargetRecord[4].files[92],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|static_asset|content_hash=dbac34e01196634685c22035a0a47da180608b15eaee4c1a9cc9e5ef4f0ee8d0,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,tsconfig.json,Code/ConversationalUX/FindCareChat/frontend/tsconfig.json,DeploymentTargetRecord[4].files[93],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|json|content_hash=7a27a6f8321b4e4c4ad45c637790ea542d6d334a2c365eb5dbf46a58d60db5f2,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,llm_client.py,Code/Shared/llm_client.py,DeploymentTargetRecord[4].files[94],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|python_source|content_hash=ff0045bfdc2c48cdda2ce20e28a49963ec2142331639407b393788b09f010332,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,ca.crt,Code/Shared/ops/certs/ca.crt,DeploymentTargetRecord[4].files[95],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|cert_or_key|content_hash=33fc90235b5601dfd0be4bcbd45d2534c031fc1ec2dd6b22cecd94fcd989e74a,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,evalcare.crt,Code/Shared/ops/certs/evalcare.crt,DeploymentTargetRecord[4].files[96],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|cert_or_key|content_hash=f52e9e7a2c4d905aa17cf23b9bd45f457ae3ff352bfafd5e89f902df8fe91334,,Build/deploy copies bytes from git tree at source_location (Extractor)
file,findcare.crt,Code/Shared/ops/certs/findcare.crt,DeploymentTargetRecord[4].files[97],Source file composition for target_docker_local_findcare,target_docker_local_findcare,EPIC-008-F-012|referenced|cert_or_key|content_hash=e0af9e2fb0e8ed8ba9f178aa18cb121e328fcd27c05d0645a9aa4d39a6f44f66,,Build/deploy copies bytes from git tree at source_location (Extractor)
